date,Team_1,Team_2,Winner,Margin,Ground
16-Jul-97,Bangladesh,Pakistan,Pakistan,109 runs,Colombo (RPS)
18-Jul-97,Sri Lanka,India,Sri Lanka,6 wickets,Colombo (RPS)
20-Jul-97,India,Pakistan,no result,,Colombo (SSC)
22-Jul-97,Sri Lanka,Bangladesh,Sri Lanka,103 runs,Colombo (SSC)
24-Jul-97,Bangladesh,India,India,9 wickets,Colombo (SSC)
26-Jul-97,Sri Lanka,India,Sri Lanka,8 wickets,Colombo (RPS)
17-Aug-97,Sri Lanka,India,Sri Lanka,2 runs,Colombo (RPS)
20-Aug-97,Sri Lanka,India,Sri Lanka,7 wickets,Colombo (RPS)
23-Aug-97,Sri Lanka,India,no result,,Colombo (SSC)
24-Aug-97,Sri Lanka,India,Sri Lanka,9 runs,Colombo (SSC)
13-Sep-97,India,Pakistan,India,20 runs,Toronto
14-Sep-97,India,Pakistan,India,7 wickets,Toronto
17-Sep-97,India,Pakistan,no result,,Toronto
18-Sep-97,India,Pakistan,India,34 runs,Toronto
20-Sep-97,India,Pakistan,India,7 wickets,Toronto
21-Sep-97,India,Pakistan,Pakistan,5 wickets,Toronto
28-Sep-97,Pakistan,India,Pakistan,5 wickets,Hyderabad (Sind)
30-Sep-97,Pakistan,India,India,4 wickets,Karachi
01-Oct-97,Zimbabwe,New Zealand,tied,,Bulawayo
02-Oct-97,Pakistan,India,Pakistan,9 wickets,Lahore
04-Oct-97,Zimbabwe,New Zealand,Zimbabwe,3 wickets,Harare
05-Oct-97,Zimbabwe,New Zealand,New Zealand,83 runs,Harare
10-Oct-97,Kenya,Bangladesh,Kenya,150 runs,Nairobi (Gym)
11-Oct-97,Bangladesh,Zimbabwe,Zimbabwe,48 runs,Nairobi (Gym)
12-Oct-97,Kenya,Zimbabwe,Zimbabwe,6 wickets,Nairobi (Gym)
14-Oct-97,Bangladesh,Zimbabwe,Zimbabwe,192 runs,Nairobi (Aga)
15-Oct-97,Kenya,Bangladesh,Kenya,8 wickets,Nairobi (Aga)
16-Oct-97,Kenya,Zimbabwe,Zimbabwe,7 wickets,Nairobi (Aga)
18-Oct-97,Kenya,Zimbabwe,Zimbabwe,83 runs,Nairobi (Gym)
19-Oct-97,Kenya,Zimbabwe,Zimbabwe,82 runs,Nairobi (Gym)
01-Nov-97,Sri Lanka,West Indies,Sri Lanka,7 wickets,Lahore
02-Nov-97,Pakistan,South Africa,South Africa,9 runs,Lahore
03-Nov-97,South Africa,West Indies,South Africa,5 wickets,Lahore
04-Nov-97,Pakistan,West Indies,Pakistan,8 wickets,Lahore
05-Nov-97,Pakistan,Sri Lanka,Sri Lanka,8 wickets,Lahore
06-Nov-97,South Africa,Sri Lanka,South Africa,66 runs,Lahore
08-Nov-97,South Africa,Sri Lanka,South Africa,4 wickets,Lahore
04-Dec-97,Australia,South Africa,South Africa,67 runs,Sydney
06-Dec-97,New Zealand,South Africa,New Zealand,47 runs,Adelaide
07-Dec-97,Australia,New Zealand,Australia,3 wickets,Adelaide
09-Dec-97,Australia,South Africa,South Africa,45 runs,Melbourne
11-Dec-97,New Zealand,South Africa,South Africa,1 run,Hobart
11-Dec-97,England,India,England,7 runs,Sharjah
12-Dec-97,Pakistan,West Indies,West Indies,43 runs,Sharjah
13-Dec-97,England,West Indies,England,4 wickets,Sharjah
14-Dec-97,India,Pakistan,Pakistan,4 wickets,Sharjah
15-Dec-97,England,Pakistan,England,8 runs,Sharjah
16-Dec-97,India,West Indies,West Indies,41 runs,Sharjah
17-Dec-97,Australia,New Zealand,Australia,6 wickets,Melbourne
19-Dec-97,England,West Indies,England,3 wickets,Sharjah
22-Dec-97,India,Sri Lanka,India,7 wickets,Guwahati
25-Dec-97,India,Sri Lanka,no result,,Indore
28-Dec-97,India,Sri Lanka,Sri Lanka,5 wickets,Margao
17-Mar-07,Bangladesh,India,Bangladesh,5 wickets,Port of Spain
17-Mar-07,Ireland,Pakistan,Ireland,3 wickets,Kingston
18-Mar-07,Australia,Netherlands,Australia,229 runs,Basseterre
18-Mar-07,Canada,England,England,51 runs,Gros Islet
19-Mar-07,Bermuda,India,India,257 runs,Port of Spain
19-Mar-07,West Indies,Zimbabwe,West Indies,6 wickets,Kingston
20-Mar-07,Kenya,New Zealand,New Zealand,148 runs,Gros Islet
20-Mar-07,Scotland,South Africa,South Africa,7 wickets,Basseterre
21-Mar-07,Bangladesh,Sri Lanka,Sri Lanka,198 runs,Port of Spain
21-Mar-07,Pakistan,Zimbabwe,Pakistan,93 runs,Kingston
22-Mar-07,Canada,New Zealand,New Zealand,114 runs,Gros Islet
22-Mar-07,Netherlands,Scotland,Netherlands,8 wickets,Basseterre
23-Mar-07,India,Sri Lanka,Sri Lanka,69 runs,Port of Spain
23-Mar-07,West Indies,Ireland,West Indies,8 wickets,Kingston
24-Mar-07,Australia,South Africa,Australia,83 runs,Basseterre
24-Mar-07,England,Kenya,England,7 wickets,Gros Islet
25-Mar-07,Bangladesh,Bermuda,Bangladesh,7 wickets,Port of Spain
28-Mar-07,West Indies,Australia,Australia,103 runs,North Sound
28-Mar-07,South Africa,Sri Lanka,South Africa,1 wicket,Providence
29-Mar-07,West Indies,New Zealand,New Zealand,7 wickets,North Sound
30-Mar-07,England,Ireland,England,48 runs,Providence
31-Mar-07,Australia,Bangladesh,Australia,10 wickets,North Sound
01-Apr-07,West Indies,Sri Lanka,Sri Lanka,113 runs,Providence
02-Apr-07,Bangladesh,New Zealand,New Zealand,9 wickets,North Sound
03-Apr-07,Ireland,South Africa,South Africa,7 wickets,Providence
04-Apr-07,England,Sri Lanka,Sri Lanka,2 runs,North Sound
07-Apr-07,Bangladesh,South Africa,Bangladesh,67 runs,Providence
08-Apr-07,Australia,England,Australia,7 wickets,North Sound
09-Apr-07,Ireland,New Zealand,New Zealand,129 runs,Providence
10-Apr-07,West Indies,South Africa,South Africa,67 runs,St George's
11-Apr-07,Bangladesh,England,England,4 wickets,Bridgetown
12-Apr-07,New Zealand,Sri Lanka,Sri Lanka,6 wickets,St George's
13-Apr-07,Australia,Ireland,Australia,9 wickets,Bridgetown
14-Apr-07,New Zealand,South Africa,New Zealand,5 wickets,St George's
15-Apr-07,Bangladesh,Ireland,Ireland,74 runs,Bridgetown
16-Apr-07,Australia,Sri Lanka,Australia,7 wickets,St George's
17-Apr-07,England,South Africa,South Africa,9 wickets,Bridgetown
18-Apr-07,Ireland,Sri Lanka,Sri Lanka,8 wickets,St George's
19-Apr-07,West Indies,Bangladesh,West Indies,99 runs,Bridgetown
20-Apr-07,Australia,New Zealand,Australia,215 runs,St George's
21-Apr-07,West Indies,England,England,1 wicket,Bridgetown
24-Apr-07,New Zealand,Sri Lanka,Sri Lanka,81 runs,Kingston
25-Apr-07,Australia,South Africa,Australia,7 wickets,Gros Islet
28-Apr-07,Australia,Sri Lanka,Australia,53 runs,Bridgetown
10-May-07,Bangladesh,India,India,5 wickets,Mirpur
12-May-07,Bangladesh,India,India,46 runs,Mirpur
18-May-07,Pakistan,Sri Lanka,Pakistan,5 wickets,Abu Dhabi
20-May-07,Pakistan,Sri Lanka,Pakistan,98 runs,Abu Dhabi
22-May-07,Pakistan,Sri Lanka,Sri Lanka,115 runs,Abu Dhabi
06-Jun-07,Africa XI,Asia XI,Asia XI,34 runs,Bengaluru
09-Jun-07,Africa XI,Asia XI,Asia XI,31 runs,Chennai
10-Jun-07,Africa XI,Asia XI,Asia XI,13 runs,Chennai
23-Jun-07,Ireland,India,India,9 wickets,Belfast
24-Jun-07,Ireland,South Africa,South Africa,42 runs,Belfast
26-Jun-07,India,South Africa,South Africa,4 wickets,Belfast
29-Jun-07,India,South Africa,India,6 wickets,Belfast
01-Jul-07,England,West Indies,England,79 runs,Lord's
01-Jul-07,India,South Africa,India,6 wickets,Belfast
03-Jul-07,Canada,Netherlands,Netherlands,117 runs,Toronto
04-Jul-07,England,West Indies,West Indies,61 runs,Birmingham
07-Jul-07,England,West Indies,West Indies,93 runs,Nottingham
10-Jul-07,Netherlands,West Indies,West Indies,10 wickets,Dublin
11-Jul-07,Ireland,Netherlands,Ireland,1 run,Belfast
12-Jul-07,Scotland,West Indies,West Indies,4 wickets,Dublin
13-Jul-07,Netherlands,Scotland,no result,,Belfast
14-Jul-07,Ireland,West Indies,no result,,Dublin
15-Jul-07,Ireland,Scotland,Ireland,23 runs,Belfast
20-Jul-07,Sri Lanka,Bangladesh,Sri Lanka,70 runs,Colombo (PSS)
23-Jul-07,Sri Lanka,Bangladesh,Sri Lanka,5 wickets,Colombo (RPS)
25-Jul-07,Sri Lanka,Bangladesh,Sri Lanka,39 runs,Colombo (RPS)
16-Aug-07,Scotland,India,India,7 wickets,Glasgow
18-Aug-07,Netherlands,Bermuda,Netherlands,172 runs,Rotterdam
20-Aug-07,Netherlands,Bermuda,Netherlands,8 wickets,Rotterdam
21-Aug-07,England,India,England,104 runs,Southampton
22-Aug-07,Zimbabwe,South Africa,South Africa,5 wickets,Bulawayo
24-Aug-07,England,India,India,9 runs,Bristol
25-Aug-07,Zimbabwe,South Africa,South Africa,8 wickets,Harare
26-Aug-07,Zimbabwe,South Africa,South Africa,28 runs,Harare
27-Aug-07,England,India,England,42 runs,Birmingham
30-Aug-07,England,India,England,3 wickets,Manchester
02-Sep-07,England,India,India,38 runs,Leeds
05-Sep-07,England,India,India,2 wickets,The Oval
08-Sep-07,England,India,England,7 wickets,Lord's
29-Sep-07,India,Australia,no result,,Bengaluru
01-Oct-07,Sri Lanka,England,Sri Lanka,119 runs,Dambulla
02-Oct-07,India,Australia,Australia,84 runs,Kochi
04-Oct-07,Sri Lanka,England,England,65 runs,Dambulla
05-Oct-07,India,Australia,Australia,47 runs,Hyderabad
07-Oct-07,Sri Lanka,England,England,2 wickets,Dambulla
08-Oct-07,India,Australia,India,8 runs,Chandigarh
10-Oct-07,Sri Lanka,England,England,5 wickets,Colombo (RPS)
11-Oct-07,India,Australia,Australia,9 wickets,Vadodara
13-Oct-07,Sri Lanka,England,Sri Lanka,107 runs,Colombo (RPS)
14-Oct-07,India,Australia,Australia,18 runs,Nagpur
17-Oct-07,India,Australia,India,2 wickets,Wankhede
18-Oct-07,Pakistan,South Africa,South Africa,45 runs,Lahore
18-Oct-07,Kenya,Canada,Kenya,4 wickets,Nairobi (Gym)
20-Oct-07,Pakistan,South Africa,Pakistan,25 runs,Lahore
20-Oct-07,Kenya,Canada,Kenya,4 wickets,Nairobi (Gym)
23-Oct-07,Pakistan,South Africa,Pakistan,6 wickets,Faisalabad
25-Oct-07,Kenya,Bermuda,Kenya,8 wickets,Nairobi (Gym)
26-Oct-07,Pakistan,South Africa,South Africa,7 wickets,Multan
27-Oct-07,Kenya,Bermuda,Kenya,3 wickets,Nairobi (Gym)
28-Oct-07,Kenya,Bermuda,Kenya,1 wicket,Nairobi (Gym)
29-Oct-07,Pakistan,South Africa,South Africa,14 runs,Lahore
05-Nov-07,India,Pakistan,India,5 wickets,Guwahati
08-Nov-07,India,Pakistan,Pakistan,4 wickets,Mohali
11-Nov-07,India,Pakistan,India,46 runs,Kanpur
15-Nov-07,India,Pakistan,India,6 wickets,Gwalior
18-Nov-07,India,Pakistan,Pakistan,31 runs,Jaipur
25-Nov-07,South Africa,New Zealand,South Africa,2 wickets,Durban
30-Nov-07,Zimbabwe,West Indies,Zimbabwe,30 runs,Harare
30-Nov-07,South Africa,New Zealand,New Zealand,7 wickets,Gqeberha
02-Dec-07,Zimbabwe,West Indies,West Indies,110 runs,Harare
02-Dec-07,South Africa,New Zealand,South Africa,5 wickets,Cape Town
04-Dec-07,Zimbabwe,West Indies,West Indies,6 wickets,Harare
07-Dec-07,Zimbabwe,West Indies,West Indies,5 wickets,Bulawayo
14-Dec-07,Australia,New Zealand,Australia,7 wickets,Adelaide
16-Dec-07,Australia,New Zealand,no result,,Sydney
20-Dec-07,Australia,New Zealand,Australia,114 runs,Hobart
26-Dec-07,New Zealand,Bangladesh,New Zealand,6 wickets,Auckland
28-Dec-07,New Zealand,Bangladesh,New Zealand,102 runs,Napier
31-Dec-07,New Zealand,Bangladesh,New Zealand,10 wickets,Queenstown
20-Jan-08,South Africa,West Indies,South Africa,6 wickets,Centurion
21-Jan-08,Pakistan,Zimbabwe,Pakistan,104 runs,Karachi
24-Jan-08,Pakistan,Zimbabwe,Pakistan,5 wickets,Hyderabad (Sind)
25-Jan-08,South Africa,West Indies,South Africa,86 runs,Cape Town
27-Jan-08,Pakistan,Zimbabwe,Pakistan,37 runs,Multan
27-Jan-08,South Africa,West Indies,South Africa,7 wickets,Gqeberha
30-Jan-08,Pakistan,Zimbabwe,Pakistan,7 wickets,Faisalabad
01-Feb-08,South Africa,West Indies,South Africa,5 wickets,Durban
02-Feb-08,Pakistan,Zimbabwe,Pakistan,7 wickets,Sheikhupura
03-Feb-08,Australia,India,no result,,Brisbane
03-Feb-08,South Africa,West Indies,South Africa,8 wickets,Johannesburg
05-Feb-08,India,Sri Lanka,no result,,Brisbane
08-Feb-08,Australia,Sri Lanka,Australia,128 runs,Sydney
09-Feb-08,New Zealand,England,New Zealand,6 wickets,Wellington
10-Feb-08,Australia,India,India,5 wickets,Melbourne
12-Feb-08,India,Sri Lanka,Sri Lanka,8 wickets,Canberra
12-Feb-08,New Zealand,England,New Zealand,10 wickets,Hamilton
15-Feb-08,New Zealand,England,England,6 wickets,Auckland
15-Feb-08,Australia,Sri Lanka,Australia,63 runs,Perth
17-Feb-08,Australia,India,Australia,50 runs,Adelaide
19-Feb-08,India,Sri Lanka,India,2 wickets,Adelaide
20-Feb-08,New Zealand,England,tied,,Napier
22-Feb-08,Australia,Sri Lanka,Australia,24 runs,Melbourne
23-Feb-08,New Zealand,England,New Zealand,34 runs,Christchurch
24-Feb-08,Australia,India,Australia,18 runs,Sydney
26-Feb-08,India,Sri Lanka,India,7 wickets,Hobart
29-Feb-08,Australia,Sri Lanka,Sri Lanka,13 runs,Melbourne
02-Mar-08,Australia,India,India,6 wickets,Sydney
04-Mar-08,Australia,India,India,9 runs,Brisbane
09-Mar-08,Bangladesh,South Africa,South Africa,9 wickets,Chattogram
12-Mar-08,Bangladesh,South Africa,South Africa,7 wickets,Mirpur
14-Mar-08,Bangladesh,South Africa,South Africa,7 wickets,Mirpur
18-Mar-08,Bangladesh,Ireland,Bangladesh,8 wickets,Mirpur
20-Mar-08,Bangladesh,Ireland,Bangladesh,84 runs,Mirpur
22-Mar-08,Bangladesh,Ireland,Bangladesh,79 runs,Mirpur
08-Apr-08,Pakistan,Bangladesh,Pakistan,152 runs,Lahore
10-Apr-08,West Indies,Sri Lanka,West Indies,1 wicket,Port of Spain
11-Apr-08,Pakistan,Bangladesh,Pakistan,7 wickets,Faisalabad
12-Apr-08,West Indies,Sri Lanka,West Indies,7 wickets,Port of Spain
13-Apr-08,Pakistan,Bangladesh,Pakistan,23 runs,Lahore
15-Apr-08,West Indies,Sri Lanka,no result,,Gros Islet
16-Apr-08,Pakistan,Bangladesh,Pakistan,7 wickets,Multan
19-Apr-08,Pakistan,Bangladesh,Pakistan,150 runs,Karachi
08-Jun-08,Bangladesh,Pakistan,Pakistan,70 runs,Mirpur
10-Jun-08,India,Pakistan,India,140 runs,Mirpur
12-Jun-08,Bangladesh,India,India,7 wickets,Mirpur
14-Jun-08,India,Pakistan,Pakistan,25 runs,Mirpur
15-Jun-08,England,New Zealand,England,114 runs,Chester-le-Street
18-Jun-08,England,New Zealand,no result,,Birmingham
21-Jun-08,England,New Zealand,New Zealand,22 runs,Bristol
24-Jun-08,Bangladesh,U.A.E.,Bangladesh,96 runs,Lahore
24-Jun-08,Pakistan,Hong Kong,Pakistan,155 runs,Karachi
24-Jun-08,West Indies,Australia,Australia,84 runs,Kingstown
25-Jun-08,Bangladesh,Sri Lanka,Sri Lanka,131 runs,Lahore
25-Jun-08,Hong Kong,India,India,256 runs,Karachi
25-Jun-08,England,New Zealand,New Zealand,1 wicket,The Oval
26-Jun-08,Pakistan,India,India,6 wickets,Karachi
26-Jun-08,Sri Lanka,U.A.E.,Sri Lanka,142 runs,Lahore
27-Jun-08,West Indies,Australia,Australia,63 runs,St George's
28-Jun-08,England,New Zealand,New Zealand,51 runs,Lord's
28-Jun-08,Bangladesh,India,India,7 wickets,Karachi
28-Jun-08,Canada,Bermuda,Bermuda,3 wickets,King City (NW)
29-Jun-08,Pakistan,Sri Lanka,Sri Lanka,64 runs,Karachi
29-Jun-08,West Indies,Australia,Australia,7 wickets,St George's
29-Jun-08,Canada,Bermuda,Bermuda,11 runs,King City (NW)
30-Jun-08,Bangladesh,Sri Lanka,Sri Lanka,158 runs,Karachi
01-Jul-08,Ireland,New Zealand,New Zealand,290 runs,Aberdeen
01-Jul-08,Canada,Bermuda,Canada,77 runs,King City (NW)
02-Jul-08,Scotland,Ireland,Scotland,5 wickets,Aberdeen
02-Jul-08,Pakistan,India,Pakistan,8 wickets,Karachi
03-Jul-08,Scotland,New Zealand,New Zealand,8 wickets,Aberdeen
03-Jul-08,India,Sri Lanka,India,6 wickets,Karachi
04-Jul-08,Pakistan,Bangladesh,Pakistan,10 wickets,Karachi
04-Jul-08,West Indies,Australia,Australia,1 run,Basseterre
06-Jul-08,India,Sri Lanka,Sri Lanka,100 runs,Karachi
06-Jul-08,West Indies,Australia,Australia,169 runs,Basseterre
28-Jul-08,Ireland,Netherlands,Ireland,7 wickets,Dublin
29-Jul-08,Netherlands,Scotland,Scotland,6 wickets,Dublin
31-Jul-08,Ireland,Scotland,Ireland,7 wickets,Dublin
08-Aug-08,Netherlands,Bermuda,Netherlands,6 wickets,Amstelveen
12-Aug-08,Scotland,Kenya,no result,,Ayr
18-Aug-08,Sri Lanka,India,Sri Lanka,8 wickets,Dambulla
18-Aug-08,Scotland,England,no result,,Edinburgh
18-Aug-08,Canada,Bermuda,Canada,25 runs,King City (NW)
20-Aug-08,Sri Lanka,India,India,3 wickets,Dambulla
20-Aug-08,Bermuda,West Indies,West Indies,6 wickets,King City (NW)
21-Aug-08,Netherlands,Kenya,Netherlands,6 wickets,Rotterdam
22-Aug-08,England,South Africa,England,20 runs,Leeds
22-Aug-08,Canada,West Indies,West Indies,49 runs,King City (NW)
24-Aug-08,Sri Lanka,India,India,33 runs,Colombo (RPS)
24-Aug-08,Ireland,Kenya,Ireland,33 runs,Belfast
24-Aug-08,Canada,West Indies,West Indies,7 wickets,King City (NW)
25-Aug-08,Ireland,Kenya,no result,,Belfast
26-Aug-08,England,South Africa,England,10 wickets,Nottingham
27-Aug-08,Sri Lanka,India,India,46 runs,Colombo (RPS)
29-Aug-08,Sri Lanka,India,Sri Lanka,112 runs,Colombo (RPS)
29-Aug-08,England,South Africa,England,126 runs,The Oval
30-Aug-08,Australia,Bangladesh,Australia,180 runs,Darwin
31-Aug-08,England,South Africa,England,7 wickets,Lord's
03-Sep-08,Australia,Bangladesh,Australia,8 wickets,Darwin
03-Sep-08,England,South Africa,no result,,Cardiff
06-Sep-08,Australia,Bangladesh,Australia,73 runs,Darwin
09-Oct-08,Bangladesh,New Zealand,Bangladesh,7 wickets,Mirpur
11-Oct-08,Bangladesh,New Zealand,New Zealand,75 runs,Mirpur
14-Oct-08,Bangladesh,New Zealand,New Zealand,79 runs,Chattogram
17-Oct-08,Ireland,Zimbabwe,Zimbabwe,156 runs,Nairobi (Gym)
18-Oct-08,Kenya,Ireland,Ireland,86 runs,Nairobi (Gym)
19-Oct-08,Kenya,Zimbabwe,Kenya,95 runs,Nairobi (Gym)
31-Oct-08,South Africa,Kenya,South Africa,159 runs,Bloemfontein
02-Nov-08,South Africa,Kenya,South Africa,7 wickets,Kimberley
07-Nov-08,South Africa,Bangladesh,South Africa,61 runs,Potchefstroom
09-Nov-08,South Africa,Bangladesh,South Africa,128 runs,Benoni
12-Nov-08,Pakistan,West Indies,Pakistan,4 wickets,Abu Dhabi
14-Nov-08,India,England,India,158 runs,Rajkot
14-Nov-08,Pakistan,West Indies,Pakistan,24 runs,Abu Dhabi
16-Nov-08,Pakistan,West Indies,Pakistan,31 runs,Abu Dhabi
17-Nov-08,India,England,India,54 runs,Indore
20-Nov-08,India,England,India,16 runs,Kanpur
20-Nov-08,Zimbabwe,Sri Lanka,Sri Lanka,6 wickets,Harare
22-Nov-08,Zimbabwe,Sri Lanka,Sri Lanka,9 wickets,Harare
23-Nov-08,India,England,India,19 runs,Bengaluru
24-Nov-08,Zimbabwe,Sri Lanka,Sri Lanka,5 runs,Harare
26-Nov-08,India,England,India,6 wickets,Cuttack
28-Nov-08,Zimbabwe,Sri Lanka,Sri Lanka,2 wickets,Harare
30-Nov-08,Zimbabwe,Sri Lanka,Sri Lanka,19 runs,Harare
31-Dec-08,New Zealand,West Indies,no result,,Queenstown
03-Jan-09,New Zealand,West Indies,West Indies,5 wickets,Christchurch
07-Jan-09,New Zealand,West Indies,New Zealand,7 wickets,Wellington
10-Jan-09,New Zealand,West Indies,no result,,Auckland
10-Jan-09,Bangladesh,Zimbabwe,Zimbabwe,38 runs,Mirpur
12-Jan-09,Sri Lanka,Zimbabwe,Sri Lanka,130 runs,Mirpur
13-Jan-09,New Zealand,West Indies,New Zealand,9 runs,Napier
14-Jan-09,Bangladesh,Sri Lanka,Bangladesh,5 wickets,Mirpur
16-Jan-09,Bangladesh,Sri Lanka,Sri Lanka,2 wickets,Mirpur
16-Jan-09,Australia,South Africa,South Africa,3 wickets,Melbourne
18-Jan-09,Australia,South Africa,Australia,5 runs,Hobart
19-Jan-09,Bangladesh,Zimbabwe,Zimbabwe,2 wickets,Mirpur
20-Jan-09,Pakistan,Sri Lanka,Pakistan,8 wickets,Karachi
21-Jan-09,Bangladesh,Zimbabwe,Bangladesh,6 wickets,Mirpur
21-Jan-09,Pakistan,Sri Lanka,Sri Lanka,129 runs,Karachi
23-Jan-09,Bangladesh,Zimbabwe,Bangladesh,6 wickets,Mirpur
23-Jan-09,Australia,South Africa,South Africa,3 wickets,Sydney
24-Jan-09,Pakistan,Sri Lanka,Sri Lanka,234 runs,Lahore
26-Jan-09,Australia,South Africa,South Africa,8 wickets,Adelaide
27-Jan-09,Kenya,Zimbabwe,Zimbabwe,109 runs,Mombasa
28-Jan-09,Sri Lanka,India,India,6 wickets,Dambulla
29-Jan-09,Kenya,Zimbabwe,Zimbabwe,151 runs,Mombasa
30-Jan-09,Australia,South Africa,South Africa,39 runs,Perth
31-Jan-09,Kenya,Zimbabwe,Zimbabwe,4 wickets,Nairobi (Gym)
31-Jan-09,Sri Lanka,India,India,15 runs,Colombo (RPS)
01-Feb-09,Australia,New Zealand,New Zealand,2 wickets,Perth
01-Feb-09,Kenya,Zimbabwe,Zimbabwe,66 runs,Nairobi (Gym)
03-Feb-09,Sri Lanka,India,India,147 runs,Colombo (RPS)
04-Feb-09,Kenya,Zimbabwe,Zimbabwe,7 wickets,Nairobi (Gym)
05-Feb-09,Sri Lanka,India,India,67 runs,Colombo (RPS)
06-Feb-09,Australia,New Zealand,New Zealand,6 wickets,Melbourne
08-Feb-09,Australia,New Zealand,Australia,32 runs,Sydney
08-Feb-09,Sri Lanka,India,Sri Lanka,68 runs,Colombo (RPS)
10-Feb-09,Australia,New Zealand,Australia,6 wickets,Adelaide
13-Feb-09,Australia,New Zealand,no result,,Brisbane
03-Mar-09,New Zealand,India,India,53 runs,Napier
06-Mar-09,New Zealand,India,no result,,Wellington
08-Mar-09,New Zealand,India,India,58 runs,Christchurch
11-Mar-09,New Zealand,India,India,84 runs,Hamilton
14-Mar-09,New Zealand,India,New Zealand,8 wickets,Auckland
20-Mar-09,West Indies,England,England,1 run,Providence
22-Mar-09,West Indies,England,West Indies,21 runs,Providence
27-Mar-09,West Indies,England,West Indies,8 wickets,Bridgetown
29-Mar-09,West Indies,England,England,9 wickets,Bridgetown
01-Apr-09,Ireland,Scotland,Ireland,7 wickets,Benoni
01-Apr-09,Kenya,Netherlands,Netherlands,7 wickets,Potchefstroom
03-Apr-09,South Africa,Australia,Australia,141 runs,Durban
03-Apr-09,West Indies,England,England,26 runs,Gros Islet
05-Apr-09,South Africa,Australia,South Africa,7 wickets,Centurion
06-Apr-09,Bermuda,Kenya,Kenya,7 wickets,Potchefstroom
06-Apr-09,Canada,Ireland,Ireland,6 wickets,Benoni
08-Apr-09,Bermuda,Netherlands,Netherlands,63 runs,Potchefstroom
08-Apr-09,Canada,Scotland,Canada,148 runs,Benoni
09-Apr-09,South Africa,Australia,South Africa,25 runs,Cape Town
13-Apr-09,South Africa,Australia,South Africa,61 runs,Gqeberha
17-Apr-09,South Africa,Australia,Australia,47 runs,Johannesburg
19-Apr-09,Afghanistan,Scotland,Afghanistan,89 runs,Benoni
19-Apr-09,Canada,Ireland,Ireland,9 wickets,Centurion
19-Apr-09,Kenya,Netherlands,Netherlands,6 wickets,Potchefstroom
22-Apr-09,Australia,Pakistan,Pakistan,4 wickets,Dubai (DSC)
24-Apr-09,Australia,Pakistan,Australia,6 wickets,Dubai (DSC)
27-Apr-09,Australia,Pakistan,Australia,27 runs,Abu Dhabi
01-May-09,Australia,Pakistan,Australia,8 wickets,Abu Dhabi
03-May-09,Australia,Pakistan,Pakistan,7 wickets,Abu Dhabi
24-May-09,England,West Indies,England,6 wickets,Bristol
26-May-09,England,West Indies,England,58 runs,Birmingham
26-Jun-09,West Indies,India,India,20 runs,Kingston
28-Jun-09,West Indies,India,West Indies,8 wickets,Kingston
03-Jul-09,West Indies,India,India,6 wickets,Gros Islet
05-Jul-09,West Indies,India,no result,,Gros Islet
07-Jul-09,Scotland,Canada,Canada,6 wickets,Aberdeen
08-Jul-09,Scotland,Canada,Scotland,5 wickets,Aberdeen
09-Jul-09,Ireland,Kenya,Ireland,3 wickets,Dublin
11-Jul-09,Netherlands,Canada,Netherlands,50 runs,Amstelveen
11-Jul-09,Ireland,Kenya,Ireland,52 runs,Dublin
12-Jul-09,Ireland,Kenya,Ireland,4 runs,Dublin
26-Jul-09,West Indies,Bangladesh,Bangladesh,52 runs,Roseau
28-Jul-09,West Indies,Bangladesh,Bangladesh,3 wickets,Roseau
30-Jul-09,Sri Lanka,Pakistan,Sri Lanka,36 runs,Dambulla
31-Jul-09,West Indies,Bangladesh,Bangladesh,3 wickets,Basseterre
01-Aug-09,Sri Lanka,Pakistan,Sri Lanka,6 wickets,Dambulla
